地点名,カテゴリ,緯度,経度,確認済み,説明,注意メモ,Google Maps URL
OkuShumbetsu CampField,宿泊,43.461178,144.409314,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10682150445,"https://www.google.com/maps/search/?api=1&query=43.461178,144.409314"
RECAMP摩周,宿泊,43.479218,144.450956,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5110934325,"https://www.google.com/maps/search/?api=1&query=43.479218,144.450956"
RECAMP砂湯,宿泊,43.623315,144.359293,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4450199695,"https://www.google.com/maps/search/?api=1&query=43.623315,144.359293"
Rider’s House,宿泊,43.911397,144.644969,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5730197222,"https://www.google.com/maps/search/?api=1&query=43.911397,144.644969"
Rider’s House,宿泊,44.021193,145.188667,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5729393122,"https://www.google.com/maps/search/?api=1&query=44.021193,145.188667"
Shiretokoserai,宿泊,44.015432,145.190607,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13514290901,"https://www.google.com/maps/search/?api=1&query=44.015432,145.190607"
Urahoro Forest Park Camping Ground,宿泊,42.809953,143.668804,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4851267824,"https://www.google.com/maps/search/?api=1&query=42.809953,143.668804"
ushiyado,宿泊,43.549569,144.975562,FALSE,宿泊種別: guest_house / 電話: +81 153 77 9305 / Web: https://ushiyado.jp/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11295472473,"https://www.google.com/maps/search/?api=1&query=43.549569,144.975562"
Восток,宿泊,44.027472,145.865534,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4686174389,"https://www.google.com/maps/search/?api=1&query=44.027472,145.865534"
Дом дружбы,宿泊,44.02797,145.859744,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12162409156,"https://www.google.com/maps/search/?api=1&query=44.02797,145.859744"
Источники Чайка,宿泊,44.172482,145.991884,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11091006447,"https://www.google.com/maps/search/?api=1&query=44.172482,145.991884"
Кунашир Резорт и СПА,宿泊,44.013106,145.771199,FALSE,宿泊種別: hotel / 営業時間: Mo-Su 08:00-23:00 / 電話: 8 (800) 777-20-87 / Web: https://kunashir-resort.ru/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12177953501,"https://www.google.com/maps/search/?api=1&query=44.013106,145.771199"
Лисий берег,宿泊,44.283554,146.300742,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090947291,"https://www.google.com/maps/search/?api=1&query=44.283554,146.300742"
Лисья поляна,宿泊,44.288704,146.304781,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090964023,"https://www.google.com/maps/search/?api=1&query=44.288704,146.304781"
Площадка на Верхне-докторских источниках,宿泊,43.999502,145.773422,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/8090330717,"https://www.google.com/maps/search/?api=1&query=43.999502,145.773422"
Стоянка «У моря»,宿泊,44.011688,145.677884,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6734044346,"https://www.google.com/maps/search/?api=1&query=44.011688,145.677884"
У Саратовки,宿泊,44.259109,146.103264,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090990195,"https://www.google.com/maps/search/?api=1&query=44.259109,146.103264"
У камней с антурами,宿泊,44.272471,146.251931,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090981641,"https://www.google.com/maps/search/?api=1&query=44.272471,146.251931"
у Тимошенко,宿泊,44.032686,145.830476,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13027063316,"https://www.google.com/maps/search/?api=1&query=44.032686,145.830476"
あさ寝坊 Asanebou,宿泊,43.619212,144.456119,FALSE,宿泊種別: guest_house / 電話: +81 15-483-2725 / Web: asanebou.jp,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4201212689,"https://www.google.com/maps/search/?api=1&query=43.619212,144.456119"
きりたっぷ岬キャンプ場,宿泊,43.079622,145.162544,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12908531968,"https://www.google.com/maps/search/?api=1&query=43.079622,145.162544"
つつじ公園キャンプ場,宿泊,43.760807,143.520298,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4232976089,"https://www.google.com/maps/search/?api=1&query=43.760807,143.520298"
ふぁーむながの,宿泊,43.587118,145.211959,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12042932957,"https://www.google.com/maps/search/?api=1&query=43.587118,145.211959"
ふくろうの渓谷,宿泊,43.966961,144.275754,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13312450084,"https://www.google.com/maps/search/?api=1&query=43.966961,144.275754"
ふれあいキャンプ場,宿泊,43.382202,145.110392,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13417053334,"https://www.google.com/maps/search/?api=1&query=43.382202,145.110392"
みぃとインつべつ,宿泊,43.704225,144.03578,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5207877729,"https://www.google.com/maps/search/?api=1&query=43.704225,144.03578"
みどり工房しゃり そよかぜキャンプ場,宿泊,43.893904,144.690933,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/2587155404,"https://www.google.com/maps/search/?api=1&query=43.893904,144.690933"
ウシ空のキャンプ場,宿泊,43.61408,144.869967,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12811729098,"https://www.google.com/maps/search/?api=1&query=43.61408,144.869967"
オーベルジュ 北の暖暖,宿泊,44.007028,144.236192,FALSE,宿泊種別: hotel / Web: http://kitanodandan.com/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10223489276,"https://www.google.com/maps/search/?api=1&query=44.007028,144.236192"
キムアネップ岬キャンプ場,宿泊,44.107378,143.906887,FALSE,宿泊種別: camp_site / 運営: 佐呂間町役場経済課商工観光係 / 営業時間: Jun 01-Oct 21 / 電話: +81 1587-2-1200 / Web: https://www.town.saroma.hokkaido.jp/kakuka/keizaika/kimuaneppu.html,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4299400864,"https://www.google.com/maps/search/?api=1&query=44.107378,143.906887"
ゲストハウス一番街,宿泊,43.804597,143.894511,FALSE,宿泊種別: guest_house / Web: https://www.guesthouse-ichibangai.com/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/8778957050,"https://www.google.com/maps/search/?api=1&query=43.804597,143.894511"
コムケ国際キャンプ場,宿泊,44.255551,143.520181,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4209907200,"https://www.google.com/maps/search/?api=1&query=44.255551,143.520181"
コンフォートホテル釧路,宿泊,42.988814,144.383449,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/1759357952 / OSM check_date: 2024-09-05,"https://www.google.com/maps/search/?api=1&query=42.988814,144.383449"
ビジネスホテル ユニオン,宿泊,43.80498,143.88813,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5154672325,"https://www.google.com/maps/search/?api=1&query=43.80498,143.88813"
ビジネスホテル桶谷,宿泊,43.012667,144.357665,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6728848014,"https://www.google.com/maps/search/?api=1&query=43.012667,144.357665"
ファームイン・アニマの里,宿泊,44.001088,144.230773,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709044,"https://www.google.com/maps/search/?api=1&query=44.001088,144.230773"
ペンションわにの家,宿泊,43.98239,144.223907,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709048,"https://www.google.com/maps/search/?api=1&query=43.98239,144.223907"
ホテル ひがしもこと,宿泊,43.845175,144.294849,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5816725498,"https://www.google.com/maps/search/?api=1&query=43.845175,144.294849"
ホテル マーシュランド,宿泊,43.013918,144.347452,FALSE,宿泊種別: hotel / 電話: +81 154-51-5557 / Web: https://www.hotel-marshland.jp/ / 宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6768632970 / OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11930241450,"https://www.google.com/maps/search/?api=1&query=43.013918,144.347452"
ホテルアスター,宿泊,43.803833,143.892416,FALSE,宿泊種別: hotel / 電話: +81 157 26 2111 / Web: http://hotel-aster.net/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11389858052,"https://www.google.com/maps/search/?api=1&query=43.803833,143.892416"
ホテルパークウェイ Hotel Parkway,宿泊,43.616839,144.454612,FALSE,宿泊種別: hotel / 電話: +81 15-483-2616 / Web: https://h-parkway.com/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4201199590,"https://www.google.com/maps/search/?api=1&query=43.616839,144.454612"
ホテルルートイン網走駅前,宿泊,44.020783,144.254073,FALSE,宿泊種別: hotel / 電話: +81 152 44 5511 / Web: https://www.route-inn.co.jp/hotel_list/hokkaido/index_hotel_id_502/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11936463136,"https://www.google.com/maps/search/?api=1&query=44.020783,144.254073"
ホテル御前水,宿泊,43.434108,144.09296,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11927637867,"https://www.google.com/maps/search/?api=1&query=43.434108,144.09296"
ホテル網走湖荘,宿泊,43.983039,144.21877,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709049,"https://www.google.com/maps/search/?api=1&query=43.983039,144.21877"
ミヤシゲさんゲストハウス,宿泊,43.205917,144.524829,FALSE,宿泊種別: guest_house,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/7835945086,"https://www.google.com/maps/search/?api=1&query=43.205917,144.524829"
ライダーハウスSLの宿,宿泊,44.1035,143.728375,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5744886622,"https://www.google.com/maps/search/?api=1&query=44.1035,143.728375"
レイクサイドパーク・のとろ キャンプ場,宿泊,44.045009,144.186753,FALSE,宿泊種別: camp_site / 運営: レイクサイドパーク・のとろ管理事務所 / 営業時間: Jun 01-Sep 30 / 電話: 0152-47-1255 / Web: https://www.city.abashiri.hokkaido.jp/040shisetsu/050sports/410lakesidepark_notoro/040camp.html,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4059882436,"https://www.google.com/maps/search/?api=1&query=44.045009,144.186753"
レイクサイドリゾートペンション クッシャレラ,宿泊,43.563166,144.342779,FALSE,宿泊種別: guest_house / 電話: +810154867866 / Web: https://kussha-rera.com,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13574771201 / OSM check_date: 2026-02-18,"https://www.google.com/maps/search/?api=1&query=43.563166,144.342779"
中標津町緑ヶ丘森林公園 林間キャンプ場,宿泊,43.563649,144.956362,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/2977657770,"https://www.google.com/maps/search/?api=1&query=43.563649,144.956362"
北天の丘あばしり湖鶴雅リゾート,宿泊,43.968572,144.211076,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709050,"https://www.google.com/maps/search/?api=1&query=43.968572,144.211076"
塘路元村キャンプ場,宿泊,43.152892,144.509939,FALSE,宿泊種別: camp_site / Web: http://www.sip.or.jp/~kankou/enjoy/enjoy-camp.html,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6603281285,"https://www.google.com/maps/search/?api=1&query=43.152892,144.509939"
大喜湯,宿泊,42.97617,144.414161,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13284828920,"https://www.google.com/maps/search/?api=1&query=42.97617,144.414161"
天都の宿 網走観光ホテル,宿泊,43.992426,144.22508,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709045,"https://www.google.com/maps/search/?api=1&query=43.992426,144.22508"
天都の郷ホテル本陣網走湖,宿泊,44.009927,144.233607,FALSE,宿泊種別: hotel / Web: https://breezbay-group.com/honjin-a/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709042,"https://www.google.com/maps/search/?api=1&query=44.009927,144.233607"
女満別湖畔キャンプ場,宿泊,43.91648,144.167877,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10672228478,"https://www.google.com/maps/search/?api=1&query=43.91648,144.167877"
女満別湖畔公園野営場,宿泊,43.920128,144.178057,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10672228475,"https://www.google.com/maps/search/?api=1&query=43.920128,144.178057"
富貴の里レジデンス,宿泊,42.891794,143.932019,FALSE,宿泊種別: guest_house,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10158501764,"https://www.google.com/maps/search/?api=1&query=42.891794,143.932019"
屈斜路湖ホテル,宿泊,43.645372,144.398661,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6673454385,"https://www.google.com/maps/search/?api=1&query=43.645372,144.398661"
山水荘ホテル,宿泊,43.433387,144.099956,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6669803188,"https://www.google.com/maps/search/?api=1&query=43.433387,144.099956"
川湯温泉 宿泊候補エリア,宿泊,43.6388,144.4382,FALSE,温泉宿泊の中核。連泊・休息日設計に向く。,具体施設はOSM/Googleから追加取得。,"https://www.google.com/maps/search/?api=1&query=43.6388,144.4382"
情報無し,宿泊,43.142573,144.140895,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10783441669,"https://www.google.com/maps/search/?api=1&query=43.142573,144.140895"
情報無し,宿泊,43.649901,145.137056,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6331430793,"https://www.google.com/maps/search/?api=1&query=43.649901,145.137056"
情報無し,宿泊,43.932559,145.115018,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4242155691,"https://www.google.com/maps/search/?api=1&query=43.932559,145.115018"
情報無し,宿泊,44.040593,145.860128,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6734098915,"https://www.google.com/maps/search/?api=1&query=44.040593,145.860128"
情報無し,宿泊,44.05694,143.507889,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4299523610,"https://www.google.com/maps/search/?api=1&query=44.05694,143.507889"
情報無し,宿泊,44.062408,144.998498,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/3547590993,"https://www.google.com/maps/search/?api=1&query=44.062408,144.998498"
情報無し,宿泊,44.173577,145.995289,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090959466,"https://www.google.com/maps/search/?api=1&query=44.173577,145.995289"
情報無し,宿泊,44.331464,146.274413,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11090969740,"https://www.google.com/maps/search/?api=1&query=44.331464,146.274413"
旅荘さくら,宿泊,44.010622,144.233258,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709043,"https://www.google.com/maps/search/?api=1&query=44.010622,144.233258"
旅館 青葉荘,宿泊,43.836279,144.104353,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5207890031,"https://www.google.com/maps/search/?api=1&query=43.836279,144.104353"
旅館石川屋,宿泊,43.393378,145.124133,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6586060785,"https://www.google.com/maps/search/?api=1&query=43.393378,145.124133"
旧国鉄保養所 鉄ちゃん&鉄子の宿,宿泊,43.982799,144.220232,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709046,"https://www.google.com/maps/search/?api=1&query=43.982799,144.220232"
来止臥野営場,宿泊,42.951658,144.561567,FALSE,宿泊種別: camp_site / 運営: 釧路町経済部産業経済課,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12908560589,"https://www.google.com/maps/search/?api=1&query=42.951658,144.561567"
来運水の学校,宿泊,43.834763,144.643204,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12159221070,"https://www.google.com/maps/search/?api=1&query=43.834763,144.643204"
東横イン 網走駅前,宿泊,44.020695,144.253396,FALSE,宿泊種別: hotel / ブランド: 東横イン / 運営: 東横イン / 電話: +81 152 45 1043,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11936463096,"https://www.google.com/maps/search/?api=1&query=44.020695,144.253396"
果樹園キャンプ,宿泊,43.946484,144.280186,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12042946472,"https://www.google.com/maps/search/?api=1&query=43.946484,144.280186"
森と木の里キャンプ場,宿泊,43.925209,143.98349,FALSE,宿泊種別: camp_site / 運営: 北見市 / Web: https://www.city.kitami.lg.jp/administration/town/detail.php?content=10330,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/9030173756,"https://www.google.com/maps/search/?api=1&query=43.925209,143.98349"
民宿 森の家,宿泊,43.481186,144.453215,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5110920923,"https://www.google.com/maps/search/?api=1&query=43.481186,144.453215"
民宿 鳥取,宿泊,43.012934,144.354877,FALSE,宿泊種別: guest_house / 運営: 民宿 鳥取 / 電話: +81 154-51-3559,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6755469398,"https://www.google.com/maps/search/?api=1&query=43.012934,144.354877"
民宿鷲の宿,宿泊,44.034139,145.208454,FALSE,宿泊種別: 民宿鷲の宿,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/6506449985,"https://www.google.com/maps/search/?api=1&query=44.034139,145.208454"
浜小清水前浜キャンプ場,宿泊,43.934887,144.450967,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4059882439,"https://www.google.com/maps/search/?api=1&query=43.934887,144.450967"
温泉 民宿桐 Minshuku Kiri,宿泊,43.43405,144.091107,FALSE,宿泊種別: guest_house / 電話: +81 154-67-2755 / Web: http://www10.plala.or.jp/kiriminsyuku/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4201261652,"https://www.google.com/maps/search/?api=1&query=43.43405,144.091107"
温泉旅館もとよし,宿泊,43.982263,144.220726,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709047,"https://www.google.com/maps/search/?api=1&query=43.982263,144.220726"
湖畔キャンプ場,宿泊,43.577044,144.30681,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4238894793,"https://www.google.com/maps/search/?api=1&query=43.577044,144.30681"
湯宿だいいち,宿泊,43.587564,144.722707,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5110240021,"https://www.google.com/maps/search/?api=1&query=43.587564,144.722707"
知床プリンスホテル風なみ季,宿泊,44.071664,145.000494,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/3789932844,"https://www.google.com/maps/search/?api=1&query=44.071664,145.000494"
知床斜里駅周辺 宿泊候補エリア,宿泊,43.9108,144.6615,FALSE,知床前後の宿泊調整に向く。,具体施設はOSM/Googleから追加取得。,"https://www.google.com/maps/search/?api=1&query=43.9108,144.6615"
知床第一ホテル,宿泊,44.070632,145.004234,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/3789932867,"https://www.google.com/maps/search/?api=1&query=44.070632,145.004234"
第一静山キャンプ場,宿泊,43.130153,143.627342,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5703964722,"https://www.google.com/maps/search/?api=1&query=43.130153,143.627342"
第二静山キャンプ場,宿泊,43.13218,143.631838,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13295757198,"https://www.google.com/maps/search/?api=1&query=43.13218,143.631838"
築拓キャンプ場,宿泊,43.247958,145.249733,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12034990778,"https://www.google.com/maps/search/?api=1&query=43.247958,145.249733"
網走グリーンホテル,宿泊,44.020903,144.255095,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709032,"https://www.google.com/maps/search/?api=1&query=44.020903,144.255095"
網走セントラルホテル,宿泊,44.02142,144.264578,FALSE,宿泊種別: hotel / Web: https://www.abashirich.com/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10027682891,"https://www.google.com/maps/search/?api=1&query=44.02142,144.264578"
網走ロイヤルホテル,宿泊,44.023036,144.25564,FALSE,宿泊種別: hotel / Web: https://abashiri-royal.jp/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4003709030,"https://www.google.com/maps/search/?api=1&query=44.023036,144.25564"
羅臼町中心部 宿泊候補エリア,宿泊,44.0203,145.1896,FALSE,ゴール後宿泊・海鮮体験と組み合わせる。,具体施設はOSM/Googleから追加取得。,"https://www.google.com/maps/search/?api=1&query=44.0203,145.1896"
美幌みどりの村森林公園キャンプ場,宿泊,43.836776,144.085596,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5045880422,"https://www.google.com/maps/search/?api=1&query=43.836776,144.085596"
茂岩山自然公園キャンプ場,宿泊,42.804194,143.496668,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12918480736,"https://www.google.com/maps/search/?api=1&query=42.804194,143.496668"
達古武オートキャンプ場,宿泊,43.109486,144.488976,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10682258206,"https://www.google.com/maps/search/?api=1&query=43.109486,144.488976"
釧路ロイヤルイン,宿泊,42.990249,144.380577,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5913071347,"https://www.google.com/maps/search/?api=1&query=42.990249,144.380577"
釧路市山花公園オートキャンプ場,宿泊,43.088423,144.23214,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5963994732,"https://www.google.com/maps/search/?api=1&query=43.088423,144.23214"
銀河の森コテージ村,宿泊,43.45832,143.75924,FALSE,宿泊種別: camp_site / 電話: +81 156 27 4040 / Web: http://park19.wakwak.com/~rikubetsu/cottage/index.html,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/10020155609,"https://www.google.com/maps/search/?api=1&query=43.45832,143.75924"
阿寒湖畔キャンプ場,宿泊,43.433669,144.087166,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4982176721,"https://www.google.com/maps/search/?api=1&query=43.433669,144.087166"
鶴の里キャンプフィールド,宿泊,43.154522,144.327673,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12032078680,"https://www.google.com/maps/search/?api=1&query=43.154522,144.327673"
鶴居どさんこ牧場,宿泊,43.198562,144.387734,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5534106625,"https://www.google.com/maps/search/?api=1&query=43.198562,144.387734"
あやめヶ原さわやかトイレ,トイレ,42.99531,144.919345,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2877029801,"https://www.google.com/maps/search/?api=1&query=42.99531,144.919345"
さわやかトイレ,トイレ,43.028917,144.861321,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2877251901,"https://www.google.com/maps/search/?api=1&query=43.028917,144.861321"
さわやかトイレ,トイレ,43.032235,144.839978,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2879072001,"https://www.google.com/maps/search/?api=1&query=43.032235,144.839978"
コーチャンフォー,トイレ,43.826515,143.916314,FALSE,種別: toilets / 運営: コーチャンフォー,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6177568042,"https://www.google.com/maps/search/?api=1&query=43.826515,143.916314"
コーチャンフォー,トイレ,43.826534,143.916316,FALSE,種別: toilets / 運営: コーチャンフォー,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6177568041,"https://www.google.com/maps/search/?api=1&query=43.826534,143.916316"
コーチャンフォー,トイレ,43.826596,143.916148,FALSE,種別: toilets / 運営: コーチャンフォー,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6177568043,"https://www.google.com/maps/search/?api=1&query=43.826596,143.916148"
川湯ビジターセンター周辺 トイレ候補,トイレ,43.6361,144.4388,FALSE,中間拠点のトイレ・休憩候補。開館時間に注意。,公式に開館時間記載。,"https://www.google.com/maps/search/?api=1&query=43.6361,144.4388"
